address,weight
0x5950b973e214c5c6de2eb046e843c5d35792a008,10
0xe703f231ab056ecb99c92a1232cc1020acfc72f8,10
0x5da7351a4cb03c33e11f51841bc614d985812821,10
0x9e8b401a1173539a92e640629c0e004a9803dfb1,10
0x61e193e514de408f57a648a641d9fcd412cded82,10
0x09238a2aa20600e9773990677d17fef91e688523,10
0x337101def3eeb6f06e071efe02216274507937bb,10
0xb2d39da392f19edb27639b92adfe7edfcc96391b,10
0xd0c877b474cd51959931a7f70d7a6c60f50cdae7,10
0x00668bd79ede077b99bbe1c4db59418bc333d4cf,10
0x288a399a1d3aeef23c657c3f8296b249683dc477,10
0x81b5f7a75267c4eedcb559f4af3404545142f00d,10
0x2a538000a53f38d89f37fa43a301cee2c0f9e331,10
0xe4f53950ebbb7fc13b3297fa5e3b4c3a3fe9c3e2,10
0x6e7cacc6f2b49dfb980663bf2bb014046ac45320,10
0x762da606029d3120735aa1eec15464e265db7a3c,10
0x9f0004e85ab1a65d569cbd9a59a46ef0c84cf470,10
0x24422361687270c1ac2dd3f336e1bc130849617b,10
0x8b7adc43153bcfae98ab20ce9fff23331f542387,10
0x0bc95f14395270a3c236ca1e15d77fb77b66c0a1,10
0x39cc9c86e67baf2129b80fe3414c397492ea8026,10
0xe59d87e5298ac2fb24c2fc55d256cb8fcb696238,10
0xff18298382948028f9d93c4e32be1382204022c8,10
0x1203df9a2aaf21401def5bb1092ea4982976766d,10
0xcf6165e56c3383978f6eaaf58b314af41569c0f0,10
0x6801b1f24e59619a11e1b9823d4619d0d59b53f9,10
0x3dfd85120cd01c63d3d5d77b1d561022001e8cb2,10
0x35764fd659509f60c9531f27fdb5305f85a1398b,10
0xb3007ff3c3f40bdf0126fec7c8e43c3fc50ea813,10
0x2538fff9c6b0fe9d6985115bc014de0af3e260d3,10
0xf64579f9f76e060e6e3fc88441d5147f722e9405,10
0x42f7c5275ac4372156027d939843c9c42523df2e,10
0x5a483c063b6b2b4f0baafbfe799a3504dd477dae,10
0xdbc522931928f8ff7784c84e5fcec4ffdcd6e9eb,10
0xd932009691c6e86de80501da84ec7febd278ead9,10
0x04babaac14dee5c486836976d64f46be3d90b0e8,10
0x21316e6a4f0af45e5f1503984e83b10c53b177d8,10
0x45c51324bc2a27ce428e6820b7905b0fd437431d,10
0xa22ad2bcda63cb91e32a4b34c7fafd5013f5f09d,10
0x363271459c05d5ebececef05f9940cb7ea6a6948,10
0xec8c1050b45789f9ee4d09dcc7d64aaf9e233338,10
0x78db9fa7214765014732cd9b32947a96473e7133,10
0x6afe2612d81c8d48c218db4f0edfe0610f4f1dfd,10
0xf68c8baec45b250869576edb5e16bae95e8e9e16,10
0x6c6e93874216112ef12a0d04e2679ecc6c3625cc,10
0xc1ecebd1d19e686f9570b6bee0e601e982fe4195,10
0x0ace9619e247e790443ad2fe90137fd3657a9ad1,10
0x208b82b04449cd51803fae4b1561450ba13d9510,10
0xf598aadf12a2fc4709b5db0c4c169715efaf2038,10
0xe38171c839d3ff70147829d843ee8f9794bc2299,10
0x2638f91804b32190622ef82c6a265d8e9dae57a6,10
0xb171c4ea147bc7af85d664d84783c2e26978bb51,10
0xd2f1bd28307e0184a112605c4063b2c6da3f0203,10
0x7535da202d79ca57299918c60c218f9b779aa14c,10
0xd656f8d9cb8fa5aeb8b1576161d0488ee2c9c926,10
0x9dac76101b5ccda5970e60402de31a6649115b53,10
0x55ee43daaceb8914fbaae284813e787c697e93be,10
0xed3d7456997d9af7d284230b5017b35d140da798,10
0x3fdbeedcbfd67cbc00fc169fcf557f77ea4ad4ed,10
0xedb7f337a3e4f1523a25d56e205a287168991f7c,10
0xd743b27d75a6dcdb34bafc6de0acb8cecb3ac43f,10
0x7b6130afa7f39dd043c47afa1487e6a8cc7b14fa,10
0x4efad964cdd1f388282b3b1be08ef5883d2d70dc,10
0x4ed75060ef1bd2fb2df2c59c70b3887f3e6e1723,10
0x5eea506d2825c16bdd6311b8994639e7810b3d36,10
0x6d54ce2652a9a544b97352ff711a0598169b989f,10
0x2e1bbb7c78a5a534df2442909ab14ce370431e76,10
0x7ce6a0709465fea758b7ff1de924fab9e5b65229,10
0x1a1a0fa219da646ac7c2bdc7ca00a677f78d280a,10
0x726022a9fe1322fa9590fb244b8164936bb00489,10
0x8e63e4376dde62cb82f5a91c4bce4156457dedb1,10
0xbaa84e6a9e66fa0846931c6bf79e8c2763b50b9d,10
0x507d4e199f1f418679dbbd9cc775d846717beaf2,10
0x3d7e3fca7123e687601da8631fe0922a1999a3a7,10
0x7d147a9b5a474b83d7a7b0267d2fd381a868c368,10
0x11027c71a31f0eb416c6a1067c43a61f45574468,10
0x4bcd0e71b9b7604cc8e373fa8e4817c972f629e5,10
0x9b6ad928912bf1b4842630a9ab0531c7ecaeb3f0,10
0x37b7458c5f14822bf423965aed077a20269011c5,10
0x8419faacd3361ecfef0348ec6cce7b67029767df,10
0x325418035f8eed40bd238b2a6bcfafd21359aaf2,10
0x2fe22d2cd894b91c3b156ef0601a276cecf0f8f4,10
0x02c1285dd3c25a12cd60529b98e29278c7134fbd,10
0x3eacb574a1d406e28a916ecc488ff2d5950cd258,10
0xfb42f0cc14551cc5e224f3d578466e890bb72ebe,10
0xe1e1ca1bc76f25fe9696274d8bdb9516498c021e,10
0x4b4bfa4cac2db875bfa1e1bf0172edd8465e32ca,10
0x55372173689c288552885d897d32f5f706f79aa6,10
0x2cd25fd9926827d04ea8ea55b2f0ca5c1a28f8a2,10
0x13e7b3623875aa6389d05f82eb3af9776b7627a5,10
0x7177b44fcf24ea77b7285ba85055bce7db8b5b13,10
0xda2e31b3519909c3e3dee09ece75066be599539f,10
0x7c3018a930e2d0d060069ac1ec38dbf9619e20be,10
0x38fab5207ee707ff5b3bf9cb6199b6c54e902f7e,10
0x8f00dd4fa196d287f9e862dbb39d66d8c7ef7364,10
0xa980d2ac392d6e5d20e561ffccc433bca0cb5e06,10
0x116d807f8c1f94d3094357e63cbf2eefefe0e417,10
0x8c794d7345a81e1c9ef45bbb794579beb3555613,10
0x89cbb15c7ab08a39328b0e3ddf8cffa8d7c50899,10
0x0374159c4abf2d7db45cba753fcf7fbe17efa1a7,10
0x7db407ae4203544f2966406b6c5d34343d9390b2,10
0x7ffd68ae92ddc5c7d9a3e29e37166823ad0d46db,10
0x13e49cd3f314188032bed445a2f3de55f3669110,10
0xe1b8a38e447d17422f630b34dafdf7b633c455b4,10
0x28a3022841cc4d307283e320d8ef8dee7ad606e9,10
0xf754a11a171e38e3e4d14080dbe7ad32c83bb273,10
0x57c865565dd73df9212785675ab9bca65d6a0372,10
0xa66bf5d22d48b69a08746d28c711f6d56d44480e,10
0x290fbe4d4745f6b5267c209c92c8d81cebb5e9f0,10
0x576a655161b5502dcf40602be1f3519a89b71658,10
0xd3694e2a152bf65db6e35d8d1d0a13ace683b504,10
0xcb46aae3e534e98fec550ae511bdee78b9098687,10
0xf305f90b19cf66fc2d038f92a26440b66cf858f6,10
0xe1e57c6d779adea0f34cd3b84fb6bae3a54d1cfd,10
0x7b92849d753be78c3c0c013a6185e2f575c1714d,10
0x896f67b961add3f69796dd7b720c215d83970229,10
0xf2f083bf4313c96acab7136a761899a88fd88c5b,10
0x3b24804587a841c11b4e5baac8a6211671672ce0,10
0xb0c6596d32b90d390077f7af7dcc97ffcbd5bde0,10
0xbca2795fc230a5f45cfc0711a7ae6996c914c09e,10
0x8c42313ff71b7c816365ea1b546e450838000578,10
0x63b830945b2b768491c50c3e94ccb0ba205501a7,10
0xfed80bb2f6bca1fb38814cfb6d60754650e66749,10
0x3113558ea6918c3ae1d9247d1d7a3f9eff5888d8,10
0x431f08bf564711bde70e168b04b93cbf63416845,10
0x733983a4c7e778ca9f57cac6ee361c4a9b24e4b1,10
0x49f2f3fb6480a2e366db860318dbe50a58dabe7f,10
0x5f12e497b1eb3035cd0ac2598f0a02fedbebfd0e,10
0xbd9b7373aac15d9a93c810df3999343f4fe1ed88,10
0x396377426951d11cc6cdadbfedaa574126c4a289,10
0x7b6372119198cdbbca6b04137f5dc0baa6f92a98,10
0x1e936cb14d3dbe800833492c95aecbfd7ef127c9,10
0xd6d7ea4833f22edbed3dbd3d71adf3cdd8e36a01,10
0x9219bfb4c17ac5d29366fc2718ec416650f74beb,10
0xb2816f2af4ac2ef5ce4227b5df585c7c8721ace7,10
0xeecd6a448ed5eabadfc85d12ec31e20652b1d7c4,10
0x26c2c08cc58d7fa471ded745fcd0fdcedb282e17,10
0x14a5ef722e0dd6d37652f46a12967b615a211556,10
0x9428e55418755b2f902d3b1f898a871ab5634182,10
0x832cf0afcb378336c8af9d9904b28c9d65857e38,10
0x92201792d9f9465a6249002b07b4ae7017a970d1,10
0x86db3904cbec100c6e3e6bef91d5d353440b8f2f,10
0xc2f82a1f287b5b5aebff7c19e83e0a16cf3bd041,10
0x7ea92dbce5387f8ff480fe5d557abd4c7b09054f,10
0x4b1a8da7d7141f15c4e336e0ab1e29be04b735bc,10
0x46ec81ab57a48caeab71d6981183e617190ad87f,10
0x6afbba8699e53d47bb986dda1dd39c73635cf73f,10
0x0c8af1390b71b9c9ca0676770f26346f1129639b,10
0x027970bd46cd56ccb0bf379f00a766f5fb012b4a,10
0x0f13316b80872eda120d7844ed1c1e90fc001dc1,10
0xd9fa295d29f022d34028182329b051cbceb92579,10
0x720a4fab08cb746fc90e88d1924a98104c0822cf,10
0xdcdb88f3754b2841093d9348a2d02df8cf06314c,10
0x5e130cb7f8cdcfb5a15018ee5846769703ec4478,10
0x565b93a15d38acd79c120b15432d21e21ed274d6,10
0x93b8d71f1c3370aff82bfaa1b022fd36975f45b8,10
0x79027376a2e2ac842b8dc6bd6bf7018eb928ffc8,10
0x43597e283a389677d4b98899ce8227d7023f66b5,10
0xf4ce6d6d45c7d321fcf544aba53f3055f396fe17,10
0xa12db9f88f096f527fbe87a752c6ec16d501a25f,10
0x6eab20fba823777323112d772c30b3e9f0abedc5,10
0x6fe1a56c978c1b66e97c2ae9b0cfd29e6483d040,10
0x5a98a362d3aa4ddb8df4a7554c73be6a4ccb3fcd,10
