address,weight
0x7e225a2a269f7af1c884b20f2ba30e8c6573edff,10
0xd9d1b911540b1f2897060de9a8d24d438f0cadff,10
0x9492510bbcb93b6992d8b7bb67888558e12dcac4,10
0xb32cc29ae07d222d06916d2f51a6d4b275927674,10
0x0751b77e8acaeffad53667c72aa7ce66688d8c61,10
0xde639a0031a60fcdc248307b7158e2bd708b2aae,10
0xc33290860c1da6a84195c5cf1575860d3a3ed73d,10
0xb9bc87e399e371100f83ffc51ed44c13daf576ce,10
0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab,10
0x187089b33e5812310ed32a57f53b3fad0383a19d,10
0xf371ec4584d42d47cdc0a29261d67feaad8e5c7d,10
0xd26a3f686d43f2a62ba9eae2ff77e9f516d945b9,10
0x943a48498c9d622273e214c1757e436f76a113ce,10
0x911edbe1f92cc67f7baba6d38381ba16e76ff7df,10
0x2a8fe25896fcce82c49c2db923abfa4198ad3394,10
0x6502bc1deeb61c1fce5151e90bcbe51fc75cfb10,10
