address,weight
0xaaC3438D37Da2FA2cE9A91c43834757314A2211b,10
0x34aA3F359A9D614239015126635CE7732c18fDF3,10
0xaad11A37B820F7981b66a41AaA03c076867f1705,10
0x8124b02b4967Bd7338a450420a572D574915Ff9C,10
0x56B278a24737633b6eDA72790e062e26E821FFA9,10
0xE09750abE36beA8B2236E48C84BB9da7Ef5aA07c,10
0xb6f60DB89607943d44ae26756891Ff91F758Ea13,10
0x5Dd867EcacF3969c09fC7A9b37D4d16000F5f61B,10
0x8D53127417f0101152CbC4755655C0d45ba9146C,10
0x9f729294b308f79243285348A7Be3f58ae5ED31A,10
0xb62E762Af637b49Eb4870BCe8fE21bffF189e495,10
0xAeB2707eDa1E201cb13AA80b915bC3979d7e33A0,10
0x28B21e19AeE253458a8bB93694b248b5CC76f4b1,10
0xCED608Aa29bB92185D9b6340Adcbfa263DAe075b,10
0xf4C20aBa61D36CB5151A0399bA685E099BD051b7,10
0x60Ca282757BA67f3aDbF21F3ba2eBe4Ab3eb01fc,10
0x51318c2f3e7d9735EaE7E9c9838bB972742470e5,10
0xcF2872074B74301dDbAc1B9547Bd4AD942791F2a,10
0x0C91DdFe9BF615cAC8b9467F371a41c9C22B0E00,10
0xFfD0778c3B0A7f52FcB5c31E25C42c7B31c4adF1,10
0x3871dFfe795145BcCe5e24793a82D93993550843,10
0x5Cb654583F8549b2Bd72ebF4BCCB024bE4E9C124,10
0xA02Da1a053A52e48b5e78Ab9C596b20224015652,10
0x832c527b13b39DA42282ed78BD2d23B01CE3FBB7,10
0x3d3cf279ff462E4e5f49dfe75aeA85700a61c29A,10
0xA4d63cC4e93dD0fC3E873Ce10C5f45a4548ca9C4,10
0x855aeaea9f5eb0F4a4Dcd88DFC8c394337798E67,10
0x1D8e90c6c0db67E517D513bB1d8A55734ac64891,10
0xF6D601caBd88341150e0d03D96e3DF920482a3eD,10
0xfa849619E9D240877f6A47b354934217250F1821,10
0x98A70481d671cbC5F90c63f4DA9523a96dc659FF,10
0xA7Ac357BBA122587e31cB0939bb3Be396F1bdE7F,10
